,ASEL,ASER,AWAL,AWCL
ASEL,6.630477017820822,2.0213709020937407,5.393248042744098,1.7127498956461789
ASER,1.9887704101825023,12.301972208598006,3.502357113420952,2.869135189473778
AWAL,4.064443275314563,2.5816455644941607,10.714426023390468,2.164008061039738
AWCL,3.3608755401929575,2.840823703786511,3.8053284444435143,5.985955813139317
