rep,rho_offA_offB_15k,dphi0_off15k,rho_off_off_9k6,rho_onA_onB_4k8,rho_onA_off_4k8,rho_onB_off_4k8,phi0_onA,phi0_onB,phi_0001_onA,phi_0001_onB,phi0_offA,phi0_offB
0,0.4588235294117647,10.850167937621265,0.5088235294117647,0.5823529411764706,0.42352941176470593,0.2441176470588235,8.013073917038133,12.382404207856164,3.732178273377059,2.9137494383944187,17.852568696543102,28.702736634164367
1,0.33701260043626147,40.54279795649787,0.6529411764705881,0.5029411764705883,0.488235294117647,0.3764705882352941,4.727358212317609,13.183667993812035,8.2950616696969,1.9706810670491954,57.04200674767183,16.499208791173956
2,0.5970588235294118,39.50833736169496,0.6323529411764706,0.4382352941176471,0.4058823529411764,0.6911764705882353,7.325205500671835,5.451039098173698,4.893161359588164,1.6019939324408352,15.367003739489398,54.87534110118436
3,0.5147058823529412,2.466318687467389,0.6931569205479439,0.36176470588235293,0.2441176470588235,0.5058823529411764,8.686155599542756,23.903979860659497,2.528501522832964,2.2678228315051645,33.89403612422118,31.42771743675379
