lag_s,AIBL,AVEL,AVAL,RIML,ASEL,ASER,AWAL,AWCL
16.494476802570798,-0.03031763564851596,-0.02264612109720802,-0.018581412767771845,-0.013953724117402028,0.017175039390472317,0.014507949885731002,-0.018239711277812803,0.08455360218016264
16.869351275356497,-0.029399836022738417,-0.021856142635376885,-0.017850999697285617,-0.013236447674673926,0.015339438422780613,0.010915131070308724,-0.019142988797857738,0.08299730373950175
17.2442257481422,-0.028528493567763786,-0.02089567117185845,-0.017038008564768014,-0.012564289392279517,0.01332741392432004,0.007490033504536056,-0.019963341560774735,0.08086658341685148
17.619100220927898,-0.02769716556269884,-0.02018756152742535,-0.01635810152453292,-0.011979585559868777,0.011414695913683508,0.0040628663680642935,-0.021207723613117565,0.07820917075488855
17.993974693713596,-0.026652457326008874,-0.019342631710207562,-0.01571683746621841,-0.01156585484612892,0.009922244934934942,0.0008512593796456774,-0.02175357702706429,0.0748919504214201
18.3688491664993,-0.025796237586332232,-0.018574061454068418,-0.015154116772844273,-0.011089593694515253,0.008638386564495417,-0.0024947157037065832,-0.022556696056681765,0.07137163738118472
18.743723639284998,-0.02440087898117865,-0.017876870732421668,-0.014520831255455278,-0.010659790484221412,0.006937059569903768,-0.005503041071455362,-0.023976979683107802,0.06739555853638321
19.1185981120707,-0.023422085144738668,-0.017096466368259122,-0.013898519011217345,-0.010146042634963985,0.004560665915130787,-0.008295626580430614,-0.02470354656707862,0.06340646087403062
19.4934725848564,-0.022582358350118337,-0.01627289763803698,-0.01329340881081275,-0.009708584066626315,0.0024455215925055706,-0.010996566550974144,-0.025501815195008465,0.059358960696859045
19.868347057642097,-0.021351196499780123,-0.015350867209528107,-0.012639379097568746,-0.009236841596153582,0.0005321630268439008,-0.013762742981662199,-0.026331474910475446,0.054701381187831084
20.2432215304278,-0.020300493952852494,-0.014759819407782593,-0.012049414585781322,-0.00894986528103241,-0.0009603505241792898,-0.016605877234208512,-0.027310271309840324,0.05018511332633761
20.6180960032135,-0.019153184394775022,-0.014229664394277825,-0.011401099212386556,-0.008632770122896392,-0.00242001249477278,-0.019218003875704687,-0.02791689209197237,0.04571726044292231
20.992970475999197,-0.017969457903205706,-0.013474608952680878,-0.010753070954609208,-0.008279378315362318,-0.0041465184482207765,-0.021342391619039378,-0.028894421997719126,0.040876641591993335
21.3678449487849,-0.016661770101798232,-0.012879340431477048,-0.010236822344217321,-0.008145824236165897,-0.005325693216386448,-0.023854879468539675,-0.029752269588153107,0.03646630543197623
21.742719421570598,-0.015645545754411502,-0.0124182677045221,-0.009633708915260135,-0.00798117100180107,-0.0067465113336324205,-0.02614639756875276,-0.03011901070761502,0.03193204063070959
22.117593894356297,-0.015033853320544884,-0.011674559830413898,-0.009003320555764636,-0.007781288510034933,-0.008600517063123196,-0.028155859141777654,-0.03061459899527476,0.027141016956937047
22.492468367142,-0.014262462281259781,-0.010951066405387875,-0.008366742077647664,-0.007667343932381899,-0.010275376020313722,-0.03038014595217051,-0.03080487089040265,0.022534879862090938
22.867342839927698,-0.013461658911800812,-0.010296753989810057,-0.007762251784202661,-0.007620650647301261,-0.012327321515828639,-0.03224618270917206,-0.03192325690326188,0.017682050242101496
23.242217312713397,-0.012477847741721799,-0.009572262360960239,-0.007090530900082973,-0.007617280314203005,-0.01413838715156692,-0.034356495718995655,-0.03266937757114033,0.012957569863125386
23.6170917854991,-0.01141841249048484,-0.008847712615633174,-0.006385567490398375,-0.007611110836210381,-0.015484288081920651,-0.0364591610347672,-0.03309046046104949,0.008016545368916606
23.991966258284798,-0.010376828822045662,-0.008135793080278796,-0.005705771404983951,-0.007655134076874786,-0.016749571110737244,-0.038389366541800925,-0.033605648187330306,0.0035342097939155036
24.366840731070496,-0.009298686158720024,-0.007538803862524231,-0.004940964519939094,-0.007813715190104842,-0.018364105570630014,-0.040254842319812564,-0.03438749212942917,-0.0009578020684677525
24.7417152038562,-0.008255388465040672,-0.0069155902956965975,-0.004033240932637639,-0.007768483580037553,-0.019418225347196002,-0.042125117598188266,-0.034637399267010996,-0.0057348097772218064
